Title,Year,IMDb Rating,Genre,Budget (USD),Revenue (USD)
The Wrestler,2008,7.9,Drama,6000000,44734660
Death Proof,2007,7.0,Drama,25000000,31126421
Contagion,2011,6.8,Drama,60000000,137551594
It Chapter Two,2019,6.5,Drama,79000000,473123154
Babel,2006,7.5,Drama,25000000,135330835
300: Rise of an Empire,2014,6.2,Action,110000000,337580051
The Royal Tenenbaums,2001,7.6,Comedy,21000000,71441250
Predestination,2014,7.4,Action,5500000,4942449
The Bourne Legacy,2012,6.6,Action,130000000,276600000
Creed,2015,7.6,Action,37000000,173600000
Fantastic Beasts: The Crimes of Grindelwald,2018,6.5,Adventure,200000000,654900000
Seven Pounds,2008,7.6,Drama,55000000,168167691
Finding Dory,2016,7.2,Adventure,200000000,1028600000
The Lobster,2015,7.1,Drama,4000000,15700000
The Conjuring 2,2016,7.3,Horror,40000000,322811702
Angels & Demons,2009,6.7,Mystery,150000000,485930816
Don't Breathe,2016,7.1,Crime,9900000,158906350
Bridesmaids,2011,6.8,Comedy,32500000,288383523
War for the Planet of the Apes,2017,7.4,Action,150000000,490719763
Lone Survivor,2013,7.5,Action,40000000,149295601
The Fast and the Furious: Tokyo Drift,2006,6.1,Action,85000000,158964610
Atonement,2007,7.8,Drama,30000000,131016624
Corpse Bride,2005,7.4,Animation,40000000,118133252
How the Grinch Stole Christmas,2000,6.4,Comedy,123000000,345800000
Alita: Battle Angel,2019,7.3,Action,170000000,405000000
Sully,2016,7.4,Biography,60000000,240800000
Prince of Persia: The Sands of Time,2010,6.5,Action,200000000,336365676
Murder on the Orient Express,2017,6.5,Crime,55000000,352800000
The Twilight Saga: New Moon,2009,4.8,Adventure,50000000,709827462
Serenity,2005,7.8,Action,39000000,38869464
Me Before You,2016,7.4,Drama,20000000,207945075
Forgetting Sarah Marshall,2008,7.1,Comedy,30000000,105173115
2 Fast 2 Furious,2003,5.9,Action,76000000,236350661
Snow White and the Huntsman,2012,6.1,Action,170000000,396600000
28 Weeks Later,2007,6.9,Horror,15000000,65048725
Megamind,2010,7.3,Action,130000000,321885765
Ice Age: The Meltdown,2006,6.8,Adventure,80000000,660998756
Moulin Rouge!,2001,7.6,Drama,52500000,179213434
The Platform,2019,7.0,Horror,1203235,1090116
Panic Room,2002,6.8,Crime,48000000,197100000
The World's End,2013,6.9,Action,20000000,46100000
Zoolander,2001,6.5,Comedy,28000000,60780981
Rango,2011,7.3,Action,135000000,245700000
Dredd,2012,7.1,Action,50000000,41037742
The Substance,2024,7.3,Drama,17500000,76506196
Hannibal,2001,6.8,Crime,87000000,351692268
1408,2007,6.8,Fantasy,25000000,133000000
Almost Famous,2000,7.9,Adventure,60000000,47386287
A Quiet Place Part II,2020,7.2,Drama,55000000,297372261
The Patriot,2000,7.2,Action,110000000,215294342
Jumanji: The Next Level,2019,6.6,Action,125000000,801693929
Aladdin,2019,6.9,Adventure,183000000,1097831681
Green Lantern,2011,5.5,Action,200000000,219851172
Scary Movie,2000,6.3,Comedy,19000000,278019771
Gone in 60 Seconds,2000,6.5,Action,90000000,237200000
Red Dragon,2002,7.2,Crime,78000000,209196298
Wonder Woman 1984,2020,5.4,Action,200000000,169601036
BlacKkKlansman,2018,7.5,Biography,15000000,93411426
Before Sunset,2004,8.1,Drama,2700000,15992615
Gone Baby Gone,2007,7.6,Crime,19000000,34600000
Final Destination,2000,6.7,Horror,23000000,112880294
Terminator Genisys,2015,6.3,Action,155000000,440603537
Olympus Has Fallen,2013,6.5,Action,70000000,170270201
The Place Beyond the Pines,2012,7.3,Crime,15000000,47135966
Resident Evil,2002,6.6,Action,33000000,102984862
Sinister,2012,6.8,Horror,3000000,82515113
The Jungle Book,2016,7.3,Action,4000000,378000000
Clash of the Titans,2010,5.8,Action,125000000,493214993
The Other Guys,2010,6.7,Action,100000000,170432927
Nope,2022,6.8,Horror,68000000,170823080
How to Lose a Guy in 10 Days,2003,6.5,Comedy,50000000,177500000
Van Helsing,2004,6.1,Action,160000000,300257475
Toy Story 4,2019,7.6,Adventure,175000000,1073841394
Hotel Transylvania,2012,7.0,Animation,85000000,358375603
Wind River,2017,7.7,Crime,11000000,44998252
Superman Returns,2006,6.1,Action,223000000,391081192
Meet the Fockers,2004,6.3,Comedy,80000000,516642939
Grown Ups,2010,6.0,Comedy,80000000,271430189
Kick-Ass 2,2013,6.5,Action,28000000,60795985
Vanilla Sky,2001,6.9,Fantasy,68000000,203388341
Phone Booth,2002,7.1,Crime,13000000,97837138
Underworld,2003,7.0,Action,22000000,95708457
Hellboy II: The Golden Army,2008,7.0,Action,85000000,160388063
Road to Perdition,2002,7.7,Crime,80000000,181001478
The Intern,2015,7.1,Comedy,35000000,194564672
The Matrix Resurrections,2021,5.6,Action,190000000,156497322
John Carter,2012,6.6,Action,250000000,284100000
Glass,2019,6.6,Drama,20000000,246999039
Black Adam,2022,6.2,Action,200000000,393452111
Maze Runner: The Scorch Trials,2015,6.3,Action,61000000,312296056
Stardust,2007,7.6,Adventure,70000000,137500000
Mamma Mia!,2008,6.5,Comedy,52000000,609841637
Robin Hood,2010,6.6,Action,200000000,321669741
Warcraft,2016,6.7,Action,160000000,433677183
The Village,2004,6.6,Drama,60000000,256700000
Dark Shadows,2012,6.2,Comedy,150000000,245527149
"Crouching Tiger, Hidden Dragon",2000,7.9,Action,17000000,213978518
Saw II,2005,6.6,Horror,4000000,152925093
Venom: Let There Be Carnage,2021,5.9,Action,110000000,506863592
Furiosa: A Mad Max Saga,2024,7.5,Action,168000000,174287546
It Follows,2014,6.8,Horror,2300000,23374076
Focus,2015,6.6,Comedy,50100000,153962963
Fantastic Four: Rise of the Silver Surfer,2007,5.6,Action,130000000,301913131
Fantastic Mr. Fox,2009,7.9,Adventure,40000000,46471023
Mission: Impossible - Dead Reckoning Part One,2023,7.6,Action,291000000,571125435
Enemy at the Gates,2001,7.5,Action,68000000,96976270
Hulk,2003,5.6,Action,137000000,245360480
Train to Busan,2016,7.6,Action,8500000,87547518
Coraline,2009,7.8,Animation,60000000,185860104
The Lion King,2019,6.8,Adventure,45000000,763455561
The Lighthouse,2019,7.4,Drama,11000000,18262464
Uncharted,2022,6.3,Action,120000000,407141258
Non-Stop,2014,6.9,Action,50000000,222809600
Killers of the Flower Moon,2023,7.6,Crime,200000000,158722599
Blow,2001,7.5,Biography,53000000,83300000
Encanto,2021,7.2,Animation,135000000,261289554
Cruella,2021,7.3,Adventure,200000000,233503234
Seven Psychopaths,2012,7.1,Comedy,15000000,33035736
Dawn of the Dead,2004,7.2,Action,26000000,102278712
End of Watch,2012,7.6,Action,7000000,55078146
Bad Boys II,2003,6.6,Action,130000000,273339556
Identity,2003,7.3,Mystery,28000000,90259536
The Northman,2022,7.0,Action,70000000,69633110
American Pie 2,2001,6.4,Comedy,30000000,287553595
Lincoln,2012,7.3,Biography,65000000,275300000
The Banshees of Inisherin,2022,7.7,Comedy,20000000,49300000
Bridget Jones's Diary,2001,6.8,Comedy,25000000,281929795
War Dogs,2016,7.1,Biography,50000000,86234523
Just Go with It,2011,6.4,Comedy,80000000,214945591
Chappie,2015,6.8,Action,49000000,104399548
The Adjustment Bureau,2011,7.0,Crime,50200000,127900000
Sunshine,2007,7.2,Sci-Fi,50000000,34800000
Dodgeball: A True Underdog Story,2004,6.7,Comedy,20000000,168423227
Ice Age: Dawn of the Dinosaurs,2009,6.9,Adventure,90000000,886686817
Vicky Cristina Barcelona,2008,7.1,Comedy,15000000,96409830
Paul,2011,6.9,Adventure,40000000,98000000
Hidden Figures,2016,7.8,Biography,25000000,235957472
Walk the Line,2005,7.8,Biography,28000000,186800000
Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,2020,6.1,Action,75000000,205537933
21,2008,6.8,Crime,35000000,159808370
Unknown,2011,6.8,Action,30000000,130786397
Minions,2015,6.4,Adventure,74000000,1159457503
The A-Team,2010,6.7,Action,110000000,177238796
Perfume: The Story of a Murderer,2006,7.5,Crime,60000000,135039924
The Twilight Saga: Breaking Dawn - Part 2,2012,5.6,Adventure,120000000,829747654
Cloudy with a Chance of Meatballs,2009,6.9,Adventure,100000000,242988466
Total Recall,2012,6.2,Action,125000000,198800000
Noah,2014,5.8,Action,125000000,362600000
Crank,2006,6.9,Action,12000000,42900000
The Invisible Man,2020,7.1,Drama,7000000,144492724
The Twilight Saga: Eclipse,2010,5.1,Action,68000000,698491347
Changeling,2008,7.7,Biography,55000000,113400000
RocknRolla,2008,7.2,Action,18000000,25740863
Eastern Promises,2007,7.6,Crime,51500000,56106607
Chronicle,2012,7.0,Adventure,15000000,145000000
Ad Astra,2019,6.5,Adventure,87500000,127461872
A Separation,2011,8.3,Drama,5000000,24426169
The Grey,2011,6.7,Action,25000000,79781695
The Super Mario Bros. Movie,2023,7.0,Adventure,100000000,1362000000
Southpaw,2015,7.3,Action,30000000,91709827
The Reader,2008,7.6,Drama,32000000,108902486
Spy,2015,7.0,Action,65000000,235666219
Amores Perros,2000,8.0,Drama,2000000,20908467
Life,2017,6.6,Horror,58000000,100541806
San Andreas,2015,6.1,Action,110000000,473990832
Little Women,2019,7.8,Drama,40000000,216600000
Orphan,2009,7.0,Horror,20000000,77912251
Legally Blonde,2001,6.5,Comedy,18000000,141774679
Valkyrie,2008,7.1,Drama,75000000,200276000
The Bucket List,2007,7.3,Adventure,45000000,175400000
Hell or High Water,2016,7.6,Crime,12000000,37600000
Game Night,2018,6.9,Action,37000000,117501013
Escape Plan,2013,6.7,Action,50000000,137328301
Disturbia,2007,6.8,Crime,20000000,117760134
Paranormal Activity,2007,6.3,Horror,215000,193355800
Star Trek Beyond,2016,7.0,Action,185000000,343471816
A History of Violence,2005,7.4,Action,32000000,61477797
The Fate of the Furious,2017,6.6,Action,250000000,1236000000
Insurgent,2015,6.2,Action,110000000,297002527
The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,Adventure,110000000,712171856
The Tourist,2010,6.0,Action,100000000,278731369
Battleship,2012,5.8,Action,209000000,303025485
The Road,2009,7.2,Drama,32000000,27635305
The Passion of the Christ,2004,7.2,Drama,30000000,610063468
The Lincoln Lawyer,2011,7.3,Crime,40000000,85412898
The Boy in the Striped Pajamas,2008,7.7,Drama,12500000,20416563
Rio,2011,6.9,Adventure,90000000,483866772
National Treasure: Book of Secrets,2007,6.5,Action,130000000,459200000
Ghost Rider,2007,5.3,Action,110000000,228738393
The Beach,2000,6.6,Adventure,40000000,144056873
The Babadook,2014,6.8,Drama,2000000,10300000
Ender's Game,2013,6.6,Action,110000000,125537191
The Descent,2005,7.2,Adventure,3500000,57130027
Dungeons & Dragons: Honor Among Thieves,2023,7.2,Action,151000000,208200000
Madagascar: Escape 2 Africa,2008,6.6,Adventure,150000000,603900354
Lion,2016,8.0,Biography,12000000,140312928
Pitch Black,2000,7.0,Horror,23000000,53187659
"Me, Myself & Irene",2000,6.6,Comedy,51000000,149270999
Lawless,2012,7.2,Biography,26000000,55404207
The Gray Man,2022,6.5,Action,200000000,454023
The Polar Express,2004,6.6,Adventure,165000000,318432432
Sucker Punch,2011,6.1,Action,82000000,89792502
Godzilla vs. Kong,2021,6.3,Action,200000000,470116094
The Descendants,2011,7.3,Comedy,20000000,177200000
Knowing,2009,6.2,Mystery,50000000,155446362
The Impossible,2012,7.5,Drama,45000000,198100000
The Hitman's Bodyguard,2017,6.9,Action,30000000,176586701
The Fountain,2006,7.1,Drama,35000000,15304890
"I, Tonya",2017,7.5,Biography,11000000,53900000
Ghostbusters,2016,6.8,Action,144000000,229147509
Silent Hill,2006,6.5,Horror,50000000,100605135
Predators,2010,6.4,Action,40000000,127200000
Ocean's Eight,2018,6.3,Action,70000000,297718711
The Artist,2011,7.8,Comedy,15000000,133432856
Mr. Nobody,2009,7.7,Drama,47000000,2331721
The Girl Next Door,2004,6.7,Comedy,21000000,31635150
The Purge,2013,5.8,Horror,3000000,91266581
Rambo,2008,7.0,Action,50000000,113200000
Ant-Man and the Wasp: Quantumania,2023,6.0,Action,388369742,476071180
Elvis,2022,7.3,Biography,85000000,288670284
Old School,2003,7.0,Comedy,24000000,87100000
Chicago,2002,7.2,Comedy,45000000,306776732
Jason Bourne,2016,6.6,Action,120000000,415484914
No Strings Attached,2011,6.2,Comedy,25000000,149200000
Warm Bodies,2013,6.8,Comedy,35000000,117000000
21 Grams,2003,7.6,Crime,20000000,60427839
I Am Number Four,2011,6.1,Action,50000000,149900000
Rush Hour 2,2001,6.7,Action,90000000,347325802
The Adventures of Tintin,2011,7.3,Action,130000000,373993951
The Lone Ranger,2013,6.4,Action,215000000,260500000
The Chronicles of Riddick,2004,6.6,Action,105000000,115772733
Alien: Romulus,2024,7.1,Horror,80000000,350865342
Ted 2,2015,6.3,Comedy,68000000,215863606
The Favourite,2018,7.5,Biography,15000000,95918706
Napoleon Dynamite,2004,7.0,Comedy,400000,46118097
Munich,2005,7.5,Drama,70000000,130982129
Master and Commander: The Far Side of the World,2003,7.5,Action,150000000,212000000
The Whale,2022,7.6,Drama,3000000,55101305
Project X,2012,6.7,Comedy,12000000,102731865
Role Models,2008,6.8,Comedy,28000000,92380927
Body of Lies,2008,7.0,Action,70000000,113280098
Blade II,2002,6.7,Action,54000000,155010032
RoboCop,2014,6.1,Action,13000000,53424681
Saltburn,2023,7.0,Drama,20000000,21013738
Closer,2004,7.2,Drama,27000000,115505027
Safe House,2012,6.7,Action,85000000,208076205
Kiss Kiss Bang Bang,2005,7.5,Comedy,15000000,15785148
Captain Fantastic,2016,7.8,Comedy,5000000,23123592
White House Down,2013,6.3,Action,150000000,205366737
Transcendence,2014,6.2,Drama,100000000,103039258
The Croods,2013,7.1,Adventure,135000000,587204668
Chef,2014,7.3,Adventure,11000000,45967935
Memories of Murder,2003,8.1,Crime,2800000,26000000
The Tomorrow War,2021,6.6,Action,200000000,14400000
Stranger Than Fiction,2006,7.5,Comedy,30000000,53653224
King Arthur: Legend of the Sword,2017,6.7,Action,175000000,149175066
Remember the Titans,2000,7.8,Biography,30000000,136700000
Everest,2015,7.1,Adventure,55000000,203427584
Miss Congeniality,2000,6.3,Action,45000000,212000000
Civil War,2024,7.0,Action,50000000,126542249
Bolt,2008,6.8,Adventure,150000000,309979994
Ip Man,2008,8.0,Action,11700000,22100000
Planet of the Apes,2001,5.7,Action,100000000,362211740
The Emperor's New Groove,2000,7.4,Adventure,100000000,169327687
Rocky Balboa,2006,7.1,Drama,24000000,155929020
The Magnificent Seven,2016,6.9,Action,90000000,162400000
The Ugly Truth,2009,6.4,Comedy,38000000,321700000
Gladiator II,2024,6.5,Action,310000000,462180717
Cars 2,2011,6.2,Adventure,200000000,559852396
Daredevil,2003,5.3,Action,78000000,179179718
The Ides of March,2011,7.1,Drama,12500000,76338111
Shrek Forever After,2010,6.3,Adventure,165000000,752600867
Anger Management,2003,6.3,Comedy,75000000,195745823
Ice Age: Continental Drift,2012,6.5,Adventure,95000000,877244782
Die Another Day,2002,6.1,Action,142000000,431971116
Tomb Raider,2018,6.3,Action,94000000,274650803
Ghost in the Shell,2017,6.3,Action,3000000,10000000
EuroTrip,2004,6.6,Comedy,25000000,22605153
Erin Brockovich,2000,7.5,Biography,52000000,256271286
Match Point,2005,7.6,Drama,15000000,85306374
Let the Right One In,2008,7.8,Drama,4000000,10785801
Get Smart,2008,6.5,Action,80000000,230685453
13 Going on 30,2004,6.3,Comedy,37000000,96500000
Ghostbusters: Afterlife,2021,7.0,Adventure,75000000,204334455
The Chronicles of Narnia: Prince Caspian,2008,6.5,Action,225000000,419665568
The Secret in Their Eyes,2009,8.2,Drama,2000000,33965843
The Flash,2023,6.6,Action,220000000,271333313
Thank You for Smoking,2005,7.5,Comedy,6500000,24793509
2 Guns,2013,6.7,Action,61000000,131940411
Doctor Sleep,2019,7.3,Drama,45000000,72381712
Darkest Hour,2017,7.4,Biography,30000000,150847207
What Women Want,2000,6.5,Comedy,70000000,374100000
Revolutionary Road,2008,7.3,Drama,35000000,76000000
American Reunion,2012,6.7,Comedy,50000000,234989584
Austin Powers in Goldmember,2002,6.2,Action,63000000,296938801
Planet Terror,2007,7.0,Action,23000000,11446172
Wild Tales,2014,8.1,Comedy,4000000,31478893
Incendies,2010,8.3,Drama,6800000,6788659
The Secret Life of Pets,2016,6.5,Adventure,75000000,875457937
Fracture,2007,7.2,Crime,10000000,91354215
Straight Outta Compton,2015,7.8,Biography,28000000,201634991
A Walk to Remember,2002,7.3,Drama,11800000,47494916
A Series of Unfortunate Events,2004,6.8,Adventure,140000000,209073645
Garden State,2004,7.4,Comedy,2500000,26781723
The Black Phone,2021,6.9,Horror,16000000,161440742
Central Intelligence,2016,6.3,Action,50000000,216972543
Gangster Squad,2013,6.7,Action,60000000,105200000
Dangal,2016,8.3,Action,10400000,311000000
Teenage Mutant Ninja Turtles,2014,5.8,Action,125000000,485004754
Lara Croft: Tomb Raider,2001,5.8,Action,115000000,274703340
Lilo & Stitch,2002,7.3,Adventure,80000000,273144151
Traffic,2000,7.5,Crime,48000000,207500000
Promising Young Woman,2020,7.5,Crime,10000000,20379604
17 Again,2009,6.4,Comedy,20000000,136300000
Wrath of Man,2021,7.1,Action,40000000,103966489
Drag Me to Hell,2009,6.6,Horror,30000000,91388487
The Raid: Redemption,2011,7.6,Action,1100000,9148519
Death Race,2008,6.4,Action,45000000,76000000
Enchanted,2007,7.1,Adventure,85000000,340487652
The Darjeeling Limited,2007,7.2,Adventure,16000000,24377151
Alien vs. Predator,2004,5.7,Action,70000000,177427090
American Wedding,2003,6.3,Comedy,55000000,231449203
Jurassic World: Dominion,2022,5.6,Action,465400000,1001978080
The Fall Guy,2024,6.8,Action,125000000,181073291
Upgrade,2018,7.5,Action,5000000,16706680
The Happening,2008,5.0,Adventure,60000000,163403799
P.S. I Love You,2007,7.0,Comedy,30000000,156835339
"I Love You, Man",2009,7.0,Comedy,41000000,92000000
The Internship,2013,6.3,Comedy,58000000,44000000
Jungle Cruise,2021,6.6,Action,200000000,220889446
Transporter 2,2005,6.3,Action,32000000,89100000
Saw III,2006,6.2,Horror,10000000,164874275
You Don't Mess with the Zohan,2008,5.6,Action,90000000,204313400
Night at the Museum: Battle of the Smithsonian,2009,6.0,Adventure,150000000,413106170
Barbarian,2022,7.0,Horror,4500000,45400000
The Age of Adaline,2015,7.2,Drama,25000000,65663276
Tinker Tailor Soldier Spy,2011,7.0,Drama,30000000,80600000
Indiana Jones and the Dial of Destiny,2023,6.5,Action,294700000,383963057
Godzilla: King of the Monsters,2019,6.0,Action,170000000,387300138
American Made,2017,7.1,Action,50000000,133511855
Sausage Party,2016,6.1,Adventure,19000000,140705322
A Good Day to Die Hard,2013,5.2,Action,92000000,304654182
Chicken Run,2000,7.1,Adventure,45000000,224834564
Blue Valentine,2010,7.3,Drama,1000000,15440333
Oz the Great and Powerful,2013,6.3,Adventure,200000000,491868548
Inside Out 2,2024,7.5,Adventure,200000000,1698863816
X-Men: Dark Phoenix,2019,5.7,Action,200000000,252442974
The Meg,2018,5.7,Action,150000000,530517320
G.I. Joe: The Rise of Cobra,2009,5.7,Action,175000000,302500000
Knight and Day,2010,6.3,Action,117000000,261989769
Like Stars on Earth,2007,8.3,Drama,2600000,28430000
Bad Teacher,2011,5.7,Comedy,20000000,216197492
The Number 23,2007,6.4,Crime,30000000,77677553
The Karate Kid,2010,6.2,Action,40000000,359126022
Blue Jasmine,2013,7.3,Comedy,18000000,99104804
The Life Aquatic with Steve Zissou,2004,7.2,Action,50000000,34808403
Dracula Untold,2014,6.2,Action,70000000,217124280
Secret Window,2004,6.5,Drama,40000000,92900000
Resident Evil: Apocalypse,2004,6.1,Action,45000000,129342769
Jarhead,2005,7.0,Biography,72000000,97076152
Zombieland: Double Tap,2019,6.7,Action,42000000,122800000
Ready or Not,2019,6.8,Action,6000000,57600000
The Equalizer 2,2018,6.7,Action,62000000,190400157
Smile,2022,6.5,Horror,17000000,217408513
Finding Neverland,2004,7.6,Biography,25000000,116766556
Assassin's Creed,2016,5.6,Action,125000000,240700000
The Mummy,2017,5.4,Action,125000000,409231607
Legend,2015,6.9,Biography,25000000,42972994
Atomic Blonde,2017,6.7,Action,30000000,100014025
Underworld: Evolution,2006,6.7,Action,50000000,111476513
Unstoppable,2010,6.8,Action,100000000,167805466
The Judge,2014,7.4,Crime,40000000,84419388
After Earth,2013,4.8,Action,130000000,243843127
The Father,2020,8.2,Drama,6000000,21029340
The Taking of Pelham 123,2009,6.4,Action,100000000,150166126
The Hitchhiker's Guide to the Galaxy,2005,6.7,Adventure,50000000,104500000
Another Round,2020,7.7,Comedy,5150000,21700000
Red Sparrow,2018,6.6,Action,69000000,151572634
The Next Three Days,2010,7.3,Action,30000000,67448651
Baywatch,2017,5.5,Action,69000000,177900000
Harold & Kumar Go to White Castle,2004,7.0,Adventure,9000000,23936908
Shame,2011,7.2,Drama,6500000,3909002
Hanna,2011,6.7,Action,30000000,63782078
Sideways,2004,7.5,Comedy,16000000,109502303
The Killer,2023,6.7,Action,175000000,362113
Resident Evil: Extinction,2007,6.2,Action,45000000,147717833
PK,2014,8.1,Comedy,13000000,118920000
A Knight's Tale,2001,7.0,Action,65000000,117487473
Taken 3,2014,6.0,Action,48000000,325800000
First Man,2018,7.3,Biography,70000000,105713218
Luca,2021,7.4,Adventure,200000000,51074773
The Vow,2012,6.8,Drama,30000000,196114570
Percy Jackson & the Olympians: The Lightning Thief,2010,5.9,Adventure,95000000,226497209
Adaptation.,2002,7.7,Comedy,19000000,32800000
X,2022,6.5,Horror,1000000,15113105
What We Do in the Shadows,2014,7.6,Comedy,1600000,6300000
Madagascar 3: Europe's Most Wanted,2012,6.8,Adventure,145000000,746921274
Frozen II,2019,6.8,Adventure,150000000,1453683476
Machete,2010,6.6,Action,10500000,45491656
Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,Comedy,72500000,163000000
Happy Feet,2006,6.4,Adventure,100000000,384335608
Chocolat,2000,7.2,Drama,25000000,152500000
Shark Tale,2004,6.0,Adventure,75000000,367300000
Evil Dead,2013,6.5,Horror,17000000,99010045
A Million Ways to Die in the West,2014,6.1,Comedy,40000000,86400000
Kung Fu Panda 3,2016,7.1,Action,145000000,521170825
Cinderella Man,2005,8.0,Biography,88000000,108539911
Puss in Boots: The Last Wish,2022,7.8,Action,90000000,484700000
The Killing of a Sacred Deer,2017,7.0,Drama,3000000,10700000
Valerian and the City of a Thousand Planets,2017,6.4,Action,177200000,225973340
Terminator: Dark Fate,2019,6.2,Action,185000000,261119292
Rocketman,2019,7.3,Biography,40000000,167300000
The Danish Girl,2015,7.1,Biography,15000000,64200000
The Longest Yard,2005,6.4,Comedy,90000000,191466556
Sing,2016,7.1,Animation,75000000,634151679
The Invisible Guest,2016,8.0,Crime,4000000,30000000
Triangle of Sadness,2022,7.3,Comedy,15600000,24733572
Layer Cake,2004,7.2,Crime,6500000,11900000
Melancholia,2011,7.1,Drama,7400000,15946321
Charlie's Angels,2000,5.6,Action,92000000,264105545
Puss in Boots,2011,6.6,Action,130000000,554987477
Death on the Nile,2022,6.3,Crime,90000000,137307235
The Expendables 3,2014,6.1,Action,95000000,214657577
Rise of the Guardians,2012,7.2,Action,145000000,306941670
Tucker and Dale vs Evil,2010,7.5,Comedy,5000000,5224938
Side Effects,2013,7.1,Crime,30000000,63414135
Miss Peregrine's Home for Peculiar Children,2016,6.7,Adventure,110000000,296482446
The Last King of Scotland,2006,7.6,Biography,6000000,48600000
The Change-Up,2011,6.3,Comedy,52000000,75500000
Crazy Rich Asians,2018,6.9,Comedy,30000000,238539198
Battle Royale,2000,7.5,Adventure,4500000,30600000
The Golden Compass,2007,6.1,Adventure,180000000,372200000
The Trial of the Chicago 7,2020,7.7,Drama,35000000,107423
Swordfish,2001,6.5,Action,102000000,147080413
Idiocracy,2006,6.5,Adventure,30000000,495303
Isle of Dogs,2018,7.8,Adventure,62770198,64337744
The Holdovers,2023,7.9,Comedy,13000000,42513270
Nosferatu,2024,7.2,Fantasy,50000000,180928503
Wrath of the Titans,2012,5.7,Action,150000000,301970083
Palm Springs,2020,7.4,Comedy,5000000,1818417
Bumblebee,2018,6.7,Action,135000000,467989645
Cinderella,2015,6.9,Adventure,95000000,543514353
Eagle Eye,2008,6.6,Action,80000000,178800000
Jupiter Ascending,2015,5.3,Action,176000000,184000000
Hostel,2005,5.9,Horror,4800000,81979826
Black Mass,2015,6.8,Biography,53000000,99975678
The Assassination of Jesse James by the Coward Robert Ford,2007,7.5,Biography,30000000,14711793
This Means War,2012,6.3,Action,65000000,156974557
Anchorman 2: The Legend Continues,2013,6.3,Comedy,50000000,173700000
K-PAX,2001,7.4,Drama,48000000,50315140
No Hard Feelings,2023,6.3,Comedy,45000000,83000000
Molly's Game,2017,7.4,Biography,30000000,59284015
Mortal Kombat,2021,6.1,Action,20000000,84426031
The Woman in Black,2012,6.4,Drama,32000000,129000000
Over the Hedge,2006,6.7,Adventure,80000000,343397247
Inferno,2016,6.2,Action,75000000,220021259
About a Boy,2002,7.1,Comedy,27000000,129000000
Blade: Trinity,2004,5.8,Action,65000000,128905366
Insidious: Chapter 2,2013,6.6,Horror,5000000,161921515
Mary and Max,2009,8.1,Animation,8240000,1740429
Mama,2013,6.2,Fantasy,15000000,146428180
Tomorrowland,2015,6.4,Action,190000000,209200000
The Last Duel,2021,7.3,Drama,100000000,30552111
30 Days of Night,2007,6.6,Horror,30000000,80276156
Army of the Dead,2021,5.8,Action,90000000,190700000
Ralph Breaks the Internet,2018,7.0,Adventure,175000000,529323962
High Fidelity,2000,7.4,Comedy,30000000,47100000
Final Destination 2,2003,6.2,Horror,26000000,90941129
Independence Day: Resurgence,2016,5.2,Action,165000000,389681935
Mud,2012,7.4,Adventure,10000000,32613173
Rampage,2018,6.1,Action,120000000,428028233
Grindhouse,2007,7.5,Horror,60000000,25422088
Babylon,2022,7.1,Comedy,78000000,65267446
The Bank Job,2008,7.2,Crime,20000000,64828421
The Legend of Tarzan,2016,6.2,Action,180000000,356743061
Nomadland,2020,7.3,Drama,5000000,39458207
A Man Called Otto,2022,7.5,Comedy,50000000,108961677
The Founder,2016,7.2,Biography,15000000,24121245
The Master,2012,7.1,Drama,32000000,28258060
Hot Tub Time Machine,2010,6.4,Comedy,36000000,64780213
What Happens in Vegas,2008,6.1,Comedy,35000000,219400000
Deepwater Horizon,2016,7.1,Action,110000000,121790376
Rush Hour 3,2007,6.2,Action,140000000,258097122
Last Night in Soho,2021,7.0,Drama,43000000,22957625
Anora,2024,7.5,Comedy,6000000,56286295
Pokémon: Detective Pikachu,2019,6.5,Adventure,150000000,449762638
Unbroken,2014,7.2,Biography,65000000,163400000
Hero,2002,7.9,Action,31000000,177394432
Bad Boys for Life,2020,6.5,Action,90000000,426505244
The Hills Have Eyes,2006,6.4,Horror,15000000,69623713
xXx,2002,5.8,Action,70000000,277448382
G.I. Joe: Retaliation,2013,5.7,Action,130000000,371900000
Horrible Bosses 2,2014,6.3,Comedy,42000000,107645357
Bee Movie,2007,6.1,Adventure,150000000,287594577
He's Just Not That Into You,2009,6.4,Comedy,40000000,178866158
Wonder,2017,7.9,Drama,20000000,315025930
The League of Extraordinary Gentlemen,2003,5.8,Action,78000000,179265204
The Handmaiden,2016,8.1,Drama,8575000,38600000
The Tree of Life,2011,6.8,Drama,32000000,54700000
Get Him to the Greek,2010,6.3,Comedy,40000000,90029656
Longlegs,2024,6.6,Crime,10000000,127961936
25th Hour,2002,7.6,Drama,5000000,23932055
